Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,MA20,MA50,MA100,MA200,RSI_Long,Returns_Month,Returns_Quarter,Returns_Year
2007-03-29 00:00:00-04:00,0.8849999904632568,0.9309999942779541,0.8659999966621399,0.8759999871253967,60798000,0.0,0.0,,,,,,,,
2007-03-30 00:00:00-04:00,0.8830000162124634,0.8999999761581421,0.8550000190734863,0.8989999890327454,4195000,0.0,0.0,,,,,,,,
2007-04-02 00:00:00-04:00,0.8999999761581421,1.059000015258789,0.8989999890327454,1.0379999876022339,7491000,0.0,0.0,,,,,,,,
2007-04-03 00:00:00-04:00,1.0700000524520874,1.1660000085830688,1.0399999618530273,1.0579999685287476,8357000,0.0,0.0,,,,,,,,
2007-04-04 00:00:00-04:00,1.0399999618530273,1.0989999771118164,1.003000020980835,1.0160000324249268,3095000,0.0,0.0,,,,,,,,
2007-04-05 00:00:00-04:00,1.0019999742507935,1.024999976158142,0.9520000219345093,0.9800000190734863,4249000,0.0,0.0,,,,,,,,
2007-04-09 00:00:00-04:00,0.9950000047683716,1.0360000133514404,0.9879999756813049,1.0,1743000,0.0,0.0,,,,,,,,
2007-04-10 00:00:00-04:00,0.9959999918937683,1.0119999647140503,0.9660000205039978,0.9800000190734863,1068000,0.0,0.0,,,,,,,,
2007-04-11 00:00:00-04:00,0.9710000157356262,0.9860000014305115,0.949999988079071,0.9539999961853027,1070000,0.0,0.0,,,,,,,,
2007-04-12 00:00:00-04:00,0.949999988079071,0.996999979019165,0.949999988079071,0.9850000143051147,888000,0.0,0.0,,,,,,,,
2007-04-13 00:00:00-04:00,0.9980000257492065,0.9980000257492065,0.9660000205039978,0.9739999771118164,602000,0.0,0.0,,,,,,,,
2007-04-16 00:00:00-04:00,0.9700000286102295,1.024999976158142,0.9599999785423279,1.0149999856948853,1354000,0.0,0.0,,,,,,,,
2007-04-17 00:00:00-04:00,1.024999976158142,1.0399999618530273,1.00600004196167,1.024999976158142,891000,0.0,0.0,,,,,,,,
2007-04-18 00:00:00-04:00,1.0429999828338623,1.0499999523162842,1.003999948501587,1.0369999408721924,1008000,0.0,0.0,,,,,,,,
2007-04-19 00:00:00-04:00,1.0190000534057617,1.0290000438690186,0.9819999933242798,0.9890000224113464,719000,0.0,0.0,,,,,,,,
2007-04-20 00:00:00-04:00,1.0069999694824219,1.0069999694824219,0.9789999723434448,0.9860000014305115,1397000,0.0,0.0,,,,,,,,
